Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Delaware,10/05/2020,32,41.4,11815,564751,5.7,7.3,2092.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Pennsylvania,09/16/2020,942,880.4,148677,12807060,7.4,6.9,1160.9,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Cambria,09/02/2020,5,4.6,485,131730,3.8,3.5,368.2,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Mckean,04/25/2020,0,0.3,8,40968,0,0.7,19.5,,,,
Dauphin,03/09/2020,0,0,0,277097,0,0,0,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Mckean,03/19/2020,0,0,0,40968,0,0,0,,,,
Potter,06/26/2020,0,0.3,15,16622,0,1.7,90.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Northumberland,08/27/2020,8,7.6,660,91083,8.8,8.3,724.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Centre,09/05/2020,12,29.6,682,162805,7.4,18.2,418.9,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Wayne,09/02/2020,1,1,181,51276,2,2,353,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Allegheny,11/05/2020,232,173.4,16840,1218452,19,14.2,1382.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Columbia,10/24/2020,5,4,1052,65456,7.6,6.1,1607.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Delaware,07/08/2020,24,28.4,7493,564751,4.2,5,1326.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Union,05/03/2020,0,0.9,31,44785,0,1.9,69.2,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Fulton,06/13/2020,0,0,16,14523,0,0,110.2,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Franklin,10/02/2020,14,8.3,1829,154835,9,5.4,1181.3,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Venango,10/28/2020,8,11.7,278,51266,15.6,22.9,542.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lancaster,12/02/2020,381,332.3,17797,543557,70.1,61.1,3274.2,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Jefferson,07/24/2020,1,0.7,52,43641,2.3,1.6,119.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Butler,05/28/2020,1,2.7,228,187888,0.5,1.4,121.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Lawrence,05/14/2020,1,0.6,73,86184,1.2,0.7,84.7,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Columbia,09/08/2020,12,14.6,839,65456,18.3,22.3,1281.8,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Columbia,05/08/2020,6,3,326,65456,9.2,4.6,498,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Erie,07/04/2020,5,9.3,659,272061,1.8,3.4,242.2,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Cumberland,10/07/2020,15,15,2040,251423,6,6,811.4,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Philadelphia,06/11/2020,146,109,19562,1584138,9.2,6.9,1234.9,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Westmoreland,09/14/2020,10,12.4,2000,350611,2.9,3.5,570.4,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Erie,09/23/2020,8,9.6,1527,272061,2.9,3.5,561.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Venango,05/21/2020,0,0.3,10,51266,0,0.6,19.5,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Beaver,06/19/2020,2,1.3,629,164742,1.2,0.8,381.8,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Butler,07/12/2020,5,10.1,427,187888,2.7,5.4,227.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Bedford,05/01/2020,0,0.6,25,48176,0,1.2,51.9,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Fayette,05/21/2020,0,0.7,99,130441,0,0.5,75.9,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Lebanon,10/14/2020,35,31,2457,141314,24.8,21.9,1738.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Warren,03/05/2020,0,,0,39498,0,,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Armstrong,09/28/2020,6,3.3,448,65263,9.2,5,686.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Jefferson,07/26/2020,0,0.4,53,43641,0,1,121.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Armstrong,10/19/2020,11,9.1,587,65263,16.9,14,899.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lehigh,06/14/2020,6,13.1,3958,368100,1.6,3.6,1075.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Pennsylvania,10/21/2020,2078,1560.6,188796,12807060,16.2,12.2,1474.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Snyder,04/21/2020,1,1.1,36,40540,2.5,2.8,88.8,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Chester,05/10/2020,29,45.9,1959,522046,5.6,8.8,375.3,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Northumberland,11/09/2020,28,23,1796,91083,30.7,25.3,1971.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Armstrong,03/25/2020,1,0.1,1,65263,1.5,0.2,1.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Bucks,05/30/2020,37,28.6,5164,628195,5.9,4.5,822,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Bradford,03/30/2020,1,0.9,7,60833,1.6,1.4,11.5,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Cumberland,11/08/2020,67,49.1,2952,251423,26.6,19.5,1174.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Centre,03/23/2020,7,1.4,10,162805,4.3,0.9,6.1,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Snyder,05/05/2020,0,0,38,40540,0,0,93.7,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Montour,08/27/2020,2,0.7,127,18240,11,3.9,696.3,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Philadelphia,03/05/2020,0,,0,1584138,0,,0,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Westmoreland,12/05/2020,282,292.7,11185,350611,80.4,83.5,3190.1,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Clarion,06/02/2020,0,0.3,28,38779,0,0.7,72.2,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
York,05/15/2020,7,9.6,852,448273,1.6,2.1,190.1,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Bucks,08/23/2020,15,22.6,7642,628195,2.4,3.6,1216.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Butler,03/01/2020,0,,0,187888,0,,0,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Northampton,06/28/2020,21,14,3416,304807,6.9,4.6,1120.7,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Huntingdon,09/13/2020,0,0.9,395,45168,0,1.9,874.5,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Armstrong,06/09/2020,0,0.1,65,65263,0,0.2,99.6,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Lycoming,08/22/2020,7,4.6,479,113664,6.2,4,421.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Lancaster,07/29/2020,75,41.6,5497,543557,13.8,7.6,1011.3,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Fayette,06/17/2020,1,0.7,105,130441,0.8,0.5,80.5,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Warren,06/01/2020,0,0,3,39498,0,0,7.6,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Lackawanna,03/09/2020,0,0,0,210793,0,0,0,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Armstrong,08/04/2020,4,3.3,197,65263,6.1,5,301.9,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Huntingdon,12/04/2020,54,30.7,1929,45168,119.6,68,4270.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Beaver,04/15/2020,9,5.4,196,164742,5.5,3.3,119,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Pike,10/23/2020,2,1,619,55933,3.6,1.8,1106.7,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Mifflin,10/22/2020,6,6.6,347,46222,13,14.2,750.7,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Wyoming,10/11/2020,4,1.1,90,27046,14.8,4.2,332.8,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Jefferson,10/21/2020,4,1.6,154,43641,9.2,3.6,352.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Mifflin,03/22/2020,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Perry,04/05/2020,0,0.6,5,46139,0,1.2,10.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Fayette,04/19/2020,1,1.3,74,130441,0.8,1,56.7,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Philadelphia,10/29/2020,404,356.4,39512,1584138,25.5,22.5,2494.2,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Lycoming,07/18/2020,3,3.4,268,113664,2.6,3,235.8,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Forest,10/08/2020,0,0,15,7279,0,0,206.1,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Clinton,10/05/2020,1,1.6,221,38684,2.6,4.1,571.3,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Lycoming,04/26/2020,1,3.1,70,113664,0.9,2.8,61.6,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Blair,04/16/2020,0,0.7,15,122492,0,0.6,12.2,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Juniata,10/31/2020,3,2.4,247,24704,12.1,9.8,999.8,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Luzerne,03/25/2020,9,5.4,39,317646,2.8,1.7,12.3,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Warren,10/11/2020,0,1.4,55,39498,0,3.6,139.2,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Potter,06/13/2020,0,0.3,13,16622,0,1.7,78.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Franklin,10/17/2020,4,12.9,1989,154835,2.6,8.3,1284.6,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Clearfield,05/16/2020,0,0.6,35,79388,0,0.7,44.1,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Jefferson,11/20/2020,15,21.6,544,43641,34.4,49.4,1246.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Elk,04/04/2020,0,0,0,30169,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Luzerne,08/09/2020,14,17.7,3475,317646,4.4,5.6,1094,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Montgomery,04/02/2020,139,79.3,965,828604,16.8,9.6,116.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Franklin,04/29/2020,24,20.3,306,154835,15.5,13.1,197.6,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Northumberland,08/08/2020,3,9.1,473,91083,3.3,10,519.3,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Forest,07/17/2020,0,0,7,7279,0,0,96.2,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Venango,06/03/2020,1,0.3,12,51266,2,0.6,23.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Sullivan,06/12/2020,0,0,3,6071,0,0,49.4,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Beaver,05/23/2020,5,5,569,164742,3,3,345.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Cambria,06/08/2020,1,0.1,62,131730,0.8,0.1,47.1,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Greene,05/25/2020,0,0,28,36506,0,0,76.7,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
York,06/06/2020,14,10.7,1086,448273,3.1,2.4,242.3,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Monroe,10/19/2020,2,7.7,1939,169507,1.2,4.6,1143.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Clearfield,04/24/2020,0,0.3,16,79388,0,0.4,20.2,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Centre,08/02/2020,3,3.7,359,162805,1.8,2.3,220.5,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Montour,07/24/2020,2,0.7,88,18240,11,3.9,482.5,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Northampton,08/24/2020,2,6.9,4071,304807,0.7,2.2,1335.6,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Mifflin,05/30/2020,0,0.1,61,46222,0,0.3,132,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Fayette,07/14/2020,8,8.1,222,130441,6.1,6.2,170.2,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Bradford,08/02/2020,1,1,88,60833,1.6,1.6,144.7,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Monroe,11/20/2020,64,45.4,2848,169507,37.8,26.8,1680.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Bradford,11/24/2020,51,37.9,1759,60833,83.8,62.2,2891.5,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Luzerne,03/20/2020,5,1,7,317646,1.6,0.3,2.2,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Somerset,05/19/2020,1,0.7,37,73952,1.4,1,50,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Northampton,09/29/2020,12,14.4,4537,304807,3.9,4.7,1488.5,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Bradford,08/25/2020,0,0.4,101,60833,0,0.7,166,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Fulton,06/26/2020,0,0,18,14523,0,0,123.9,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Delaware,03/11/2020,0,0.1,1,564751,0,0,0.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Montour,03/28/2020,0,0.6,5,18240,0,3.1,27.4,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Mifflin,05/12/2020,1,1,55,46222,2.2,2.2,119,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Westmoreland,09/24/2020,32,20.1,2187,350611,9.1,5.7,623.8,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Warren,04/19/2020,0,0,1,39498,0,0,2.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Perry,04/27/2020,1,0.9,28,46139,2.2,1.9,60.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Elk,05/01/2020,0,0.3,5,30169,0,0.9,16.6,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Lycoming,12/02/2020,148,82.9,2512,113664,130.2,72.9,2210,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Beaver,05/03/2020,18,9.9,485,164742,10.9,6,294.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Juniata,11/28/2020,8,19.4,731,24704,32.4,78.6,2959,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Luzerne,09/23/2020,13,10.3,4076,317646,4.1,3.2,1283.2,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Schuylkill,11/28/2020,75,96,4084,142067,52.8,67.6,2874.7,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Clinton,07/23/2020,2,0.9,107,38684,5.2,2.2,276.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Union,08/06/2020,7,11,211,44785,15.6,24.6,471.1,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Lehigh,09/01/2020,7,11.4,5226,368100,1.9,3.1,1419.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Schuylkill,11/09/2020,87,46.3,2598,142067,61.2,32.6,1828.7,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bedford,08/02/2020,0,1,131,48176,0,2.1,271.9,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Mckean,04/27/2020,0,0.1,8,40968,0,0.3,19.5,,,,
Monroe,03/26/2020,31,11.7,102,169507,18.3,6.9,60.2,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Erie,08/05/2020,11,20.1,1049,272061,4,7.4,385.6,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Blair,10/07/2020,12,15.7,846,122492,9.8,12.8,690.7,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Union,10/28/2020,3,6.9,710,44785,6.7,15.3,1585.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Warren,08/13/2020,0,0.1,22,39498,0,0.4,55.7,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Venango,04/11/2020,0,0.3,6,51266,0,0.6,11.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Wayne,08/28/2020,1,0.9,175,51276,2,1.7,341.3,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Allegheny,03/18/2020,5,2.3,16,1218452,0.4,0.2,1.3,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Greene,05/06/2020,0,0.1,28,36506,0,0.4,76.7,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Monroe,11/01/2020,10,12.9,2095,169507,5.9,7.6,1235.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Cumberland,04/29/2020,17,17,367,251423,6.8,6.8,146,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Delaware,09/03/2020,29,44,10579,564751,5.1,7.8,1873.2,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Cambria,07/05/2020,1,2.9,100,131730,0.8,2.2,75.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Bedford,03/12/2020,0,0,0,48176,0,0,0,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Butler,09/17/2020,11,8.3,986,187888,5.9,4.4,524.8,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Montour,09/13/2020,1,2.1,160,18240,5.5,11.7,877.2,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
York,03/27/2020,7,4,37,448273,1.6,0.9,8.3,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Northampton,10/24/2020,32,31.6,5281,304807,10.5,10.4,1732.6,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Berks,10/30/2020,84,107.3,9565,420152,20,25.5,2276.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Warren,04/02/2020,0,0,1,39498,0,0,2.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Jefferson,06/24/2020,0,0.4,24,43641,0,1,55,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Allegheny,07/10/2020,200,190.1,4789,1218452,16.4,15.6,393,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Sullivan,11/04/2020,0,0.4,22,6071,0,7.1,362.4,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Westmoreland,10/11/2020,89,63.1,2915,350611,25.4,18,831.4,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Susquehanna,08/14/2020,1,0.9,219,40589,2.5,2.1,539.6,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Venango,04/19/2020,0,0,6,51266,0,0,11.7,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Juniata,09/28/2020,3,1.9,195,24704,12.1,7.5,789.3,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Greene,09/01/2020,0,0.7,147,36506,0,2,402.7,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Venango,09/14/2020,0,0.4,79,51266,0,0.8,154.1,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Perry,08/29/2020,1,2.3,180,46139,2.2,5,390.1,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Centre,03/08/2020,0,0,0,162805,0,0,0,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Erie,08/26/2020,7,8.7,1334,272061,2.6,3.2,490.3,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Jefferson,11/01/2020,7,7.6,234,43641,16,17.3,536.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Bradford,04/04/2020,0,0.6,10,60833,0,0.9,16.4,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Elk,08/22/2020,0,1,69,30169,0,3.3,228.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Beaver,07/01/2020,11,7.3,696,164742,6.7,4.4,422.5,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Armstrong,09/05/2020,0,5,348,65263,0,7.7,533.2,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Centre,04/24/2020,3,1,88,162805,1.8,0.6,54.1,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Blair,04/11/2020,0,0.6,11,122492,0,0.5,9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Lebanon,09/12/2020,8,8.1,1823,141314,5.7,5.8,1290,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Mifflin,03/24/2020,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Cumberland,04/16/2020,19,8.9,170,251423,7.6,3.5,67.6,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lehigh,03/06/2020,0,,0,368100,0,,0,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Wayne,09/29/2020,1,2.6,239,51276,2,5,466.1,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Montgomery,08/11/2020,36,39.1,10282,828604,4.3,4.7,1240.9,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Greene,03/16/2020,0,0,0,36506,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Delaware,07/11/2020,33,31.7,7593,564751,5.8,5.6,1344.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Mifflin,09/29/2020,0,1.7,230,46222,0,3.7,497.6,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lehigh,03/26/2020,30,16,116,368100,8.1,4.3,31.5,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Columbia,11/25/2020,18,18.6,1414,65456,27.5,28.4,2160.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Greene,08/21/2020,2,0.9,139,36506,5.5,2.3,380.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lebanon,08/07/2020,1,4.3,1595,141314,0.7,3,1128.7,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Pennsylvania,11/07/2020,3129,2998.7,231655,12807060,24.4,23.4,1808.8,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Berks,06/14/2020,7,14.3,4320,420152,1.7,3.4,1028.2,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Venango,07/09/2020,0,1.4,33,51266,0,2.8,64.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Jefferson,04/18/2020,0,0.1,3,43641,0,0.3,6.9,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Bedford,07/06/2020,1,1.3,92,48176,2.1,2.7,191,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Lackawanna,08/20/2020,6,3.4,1980,210793,2.8,1.6,939.3,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Armstrong,04/26/2020,1,1.3,47,65263,1.5,2,72,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Blair,05/18/2020,0,1,41,122492,0,0.8,33.5,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Wayne,06/05/2020,1,0.6,124,51276,2,1.1,241.8,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Crawford,07/23/2020,2,1.7,119,85063,2.4,2,139.9,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lycoming,11/22/2020,35,59.4,1758,113664,30.8,52.3,1546.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clinton,07/21/2020,1,0.6,105,38684,2.6,1.5,271.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Mifflin,08/03/2020,2,2.4,112,46222,4.3,5.3,242.3,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Pike,03/27/2020,4,4.3,34,55933,7.2,7.7,60.8,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Tioga,03/02/2020,0,,0,40763,0,,0,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Tioga,04/06/2020,2,1.1,10,40763,4.9,2.8,24.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lehigh,08/10/2020,20,18.4,4999,368100,5.4,5,1358.1,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
